           ay
time       (m/s^2)
1,189612   0,084
1,201572   0,0744
1,205368   0,0727
1,215546   0,062
1,221774   0,0736
1,232211   0,0424
1,238313   0,0689
1,245324   0,0596
1,253883   0,0381
1,261732   0,0499
1,26997    0,0011
1,27764    0,0021
1,286347   -0,0163
1,293309   0,0103
1,301491   -0,0018
1,309262   0,0166
1,317276   0,0441
1,32558    0,0642
1,334258   0,0745
1,34119    0,0773
1,349305   0,0825
1,358124   0,0782
1,365438   0,0695
1,373835   0,0466
1,382202   -0,0047
1,388753   0,0067
1,401946   0,0038
1,405878   0,0319
1,415527   0,0383
1,421313   0,0659
1,4326     0,0384
1,436875   0,042
1,445664   0,0478
1,453445   0,0416
1,461429   0,0666
1,469794   0,0419
1,477742   0,0513
1,485224   0,0423
1,493871   0,0292
1,501171   0,0212
1,509351   0,0305
1,517396   0,0138
1,525737   -0,0053
1,532629   0,0186
1,541283   0,0183
1,550009   0,0463
1,557613   0,0472
1,565897   0,0401
1,573892   0,0132
1,582182   0,0263
1,589548   0,0317
1,601563   0,0248
1,605429   0,013
1,615789   0,0252
1,621802   0,0612
1,62913    0,0568
1,637523   0,0601
1,645322   0,0833
1,65407 0,0593
1,661701 0,0624

1,67029    0,0448
1,67722    0,0421
1,685782   0,0134
1,693429   0,0589
1,701755   0,0604
1,709752   0,0854
1,717546   0,1054
1,724773   0,1252
1,733215   0,0875
1,741574   0,0351
1,749189   0,0038
1,757445   -0,0453
1,765519   -0,0216
1,773203   -0,0065
1,782346   -0,0425
1,789276   -0,0572
1,801897   -0,0786
1,805802   -0,0969
1,815652   -0,0857
1,820739   -0,0812
1,82957    -0,0709
1,837999   -0,0457
1,845786   0,0229
1,853894   0,0637
1,861707   0,0695
1,869577   0,1048
1,877467   0,1236
1,885543   0,1329
1,893404   0,1393
1,90112    0,1259
1,909631   0,1238
1,916647   0,1142
1,925515   0,1182
1,933132   0,0908
1,941695   0,0732
1,949822   0,0123
1,957474   -0,0126
1,965901   -0,0281
1,973725   -0,0316
1,982841   -0,0185
1,989404   0,0307
2,001526   0,0127
2,005906   0,0425
2,013321   0,0481
2,021474   0,0343
2,02914    0,0273
2,037561   0,0349
2,04519    0,0093
2,054404   0,0248
2,061191   0,0457
2,069831   0,0527
2,077061   0,0501
2,085461   0,0737
2,093111   0,0806
2,101365   0,0446
2,108668   0,0394
2,117407   0,0461
2,125622   0,0574
2,133298   0,0253
2,141766   0,0169
2,149212   0,0227
2,157231   0,0021
2,166188   -0,0038
2,17342    0,0027
2,183004   -0,0025
2,189768   0,0094
2,201605   0,0282
2,204835 -0,003
2,213681 -0,0009
2,222221 0,025

2,22939    0,0241
2,237654   0,0326
2,245372   0,0551
2,252708   0,0297
2,261552   0,0167
2,269603   0,0226
2,277602   0,0477
2,285526   0,0277
2,294699   -0,0257
2,302604   -0,0022
2,30934    -0,0049
2,317475   0,0214
2,325375   0,0144
2,333331   0,0029
2,341272   -0,0156
2,35061    -0,0173
2,357908   0,0147
2,366393   0,0321
2,373507   0,0351
2,383008   0,0382
2,389775   0,0842
2,396734   0,0537
2,408354   0,0637
2,413822   0,0787
2,422126   0,087
2,429421   0,079
2,437586   0,0905
2,445376   0,0805
2,453853   0,0751
2,461695   0,0669
2,469272   0,0677
2,477331   0,0559
2,485481   0,0462
2,492639   0,0647
2,502342   0,0496
2,50965    0,0442
2,517455   0,0197
2,525332   0,0239
2,533871   0,016
2,541175   0,0344
2,549885   0,0216
2,55768    0,0329
2,566289   0,0304
2,573882   0,0449
2,582996   0,0641
2,588775   0,088
2,602338   0,093
2,605584   0,1242
2,613596   0,1292
2,621353   0,0819
2,629661   0,0636
2,637229   0,0405
2,645503   0,0238
2,653845   0,0162
2,661329   0,039
2,669442   0,0117
2,677952   0,0108
2,684614   -0,0306
2,693477   -0,0457
2,702757   -0,0797
2,709315   -0,0542
2,717283   -0,0667
2,725707   -0,0641
2,733467   -0,0273
2,741818   -0,018
2,749748   0,0091
2,757382   0,0604
2,766579   0,1044
2,774695   0,1695
2,783053   0,2144
2,789466   0,2674
2,802376   0,2663
2,805544   0,2209
2,813404   0,2032
2,821744   0,1586
2,829263   0,1159
2,838014   0,0856
2,845266   0,0392
2,853662   0,0268
2,861527   -0,0088
2,870385   -0,0412
2,876584   -0,0564
2,885327   -0,0763
2,893244   -0,1031
2,902552   -0,0725
2,909378   -0,0877
2,917389   0,0189
2,925355   0,0008
2,933761   0,0422
2,941343   0,0815
2,950302   0,0876
2,957601   0,0895
2,967174   0,0916
2,973197   0,0942
2,983087   0,095
2,98966    0,0697
2,997501   0,0782
3,005605   0,0896
3,016194   0,0841
3,020648   0,1024
3,029171   0,0872
3,037301   0,0693
3,045131   0,092
3,053711   0,0641
3,061759   0,0266
3,068752   0,0107
3,077337   0,0311
3,085521   0,0537
3,093603   0,0785
3,107402   0,0837
3,109466   0,1145
3,116746   0,0899
3,125424   0,0624
3,134887   0,0585
3,141523   0,0259
3,149916   0,0413
3,158143   0,0306
3,166334   0,0393
3,173406   0,034
3,183716   0,0124
3,189701   -0,0087
3,202905   -0,0412
3,205785   -0,0518
3,212833   -0,0572
3,222027   -0,0243
3,229628   -0,018
3,237826   0,0121
3,245796   0,0109
3,254834   0,014
3,260953   -0,0022
3,269748   -0,0018
3,278038   0,0201
3,285536   0,0154
3,293916   0,0204
3,303772   0,0251
3,308806   0,0486
3,318936   0,0218
3,325377   -0,0049
3,333453   0,0022
3,341337   0,0191
3,350204   -0,0356
3,356941   -0,0087
3,367471   -0,022
3,374149   -0,0444
3,383711   -0,0377
3,389779   -0,0235
3,397739   -0,0163
3,406165   -0,0211
3,413895   -0,0142
3,422345   0,0191
3,429746   0,033
3,43759    0,0348
3,446769   0,056
3,452992   0,0777
3,461972   0,0756
3,469375   0,0645
3,478219   0,0561
3,485458   0,0381
3,495027   0,0078
3,501993   0,0032
3,509403   0,0033
3,517294   -0,0016
3,526231   -0,0161
3,534443   -0,0427
3,542253   -0,0674
3,550883   -0,0447
3,557849   -0,0282
3,567726   -0,0271
3,573598   -0,012
3,583827   0,0103
3,589515   0,0543
3,597364   0,0677
3,605809   0,12
3,613932   0,1366
3,622059   0,1462
3,629582   0,1487
3,638641   0,1392
3,644843   0,1318
3,653562   0,1122
3,661494   0,1283
3,669592   0,1296
3,677471   0,1186
3,687198   0,0788
3,693192   0,0437
3,701222   0,0207
3,709574   0,0262
3,718111   -0,0115
3,725786   -0,0255
3,734349   -0,0228
3,740735   -0,0012
3,75061    -0,0371
3,757802   -0,0011
3,767491   -0,0228
3,773745   0,0058
3,784011   0,0033
3,789069   0,0274
3,797816   0,0449
3,806076   0,0578
3,813657   0,0546
3,822026   0,0685
3,829889   0,0923
3,83695    0,0997
3,845321   0,0688
3,853954   0,0426
3,86187    0,05
3,870381   0,0334
3,877282   0,019
3,887625   0,0141
3,893686   0,0212
3,901327   -0,0005
3,909517   0,0428
3,917559   0,0504
3,925903   0,0607
3,934289   0,0925
3,94189    0,1171
3,951492   0,0981
3,957477   0,1123
3,967687   0,1188
3,97479    0,118
3,981284   0,069
3,989982   0,0461
3,997706   0,0209
4,005234   -0,0091
4,013298   -0,0082
4,021934   -0,0026
4,029131   0,0173
4,038053   0,0564
4,045442   0,0669
4,053566   0,0297
4,061357   0,0431
4,071067   0,0235
4,076686   0,0351
4,085703   0,0209
4,093304   0,0261
4,101506   0,0242
4,109288   0,0227
4,117799   0,0426
4,124646   0,0289
4,134351   0,0226
4,141302   0,0211
4,150171   0,022
4,157608   0,0037
4,166691   -0,012
4,17284    -0,004
4,181595   -0,015
4,189334   -0,0069
4,197678   0,0179
4,205977   0,0209
4,214734   0,0552
4,221654   0,0728
4,230108   0,1071
4,238053   0,0937
4,245749   0,15
4,253533   0,1492
4,261726   0,1274
4,268724   0,1034
4,277879   0,0676
4,287526   0,0265
4,293919   0,0085
4,302879   -0,015
4,309614   -0,0129
4,317801   -0,0421
4,325704   -0,0689
4,334525   -0,1025
4,341513   -0,0953
4,350635   -0,1003
4,357685   -0,048
4,367032   -0,0073
4,373391   0,0841
4,381227   0,1019
4,389457   0,1399
4,397563   0,1761
4,405812   0,1552
4,412717   0,1627
4,421773   0,1651
4,430049   0,1452
4,437726   0,1342
4,445848   0,104
4,45359    0,0714
4,460791   0,0294
4,469201   -0,0098
4,47739    -0,0416
4,486869   -0,0545
4,493743   -0,0749
4,501732   -0,0814
4,509572   -0,0449
4,518466   -0,0492
4,525703   -0,0486
4,534822   -0,017
4,541467   -0,0048
4,551442   -0,0071
4,557287   0,0051
4,567528   0,0223
4,573874   0,0421
4,581722   0,0501
4,590393   0,0488
4,597953   0,0312
4,605325   0,0454
4,613838   0,0528
4,622459   0,0535
4,629937   0,0572
4,637618   0,0895
4,645514   0,0883
4,652865   0,0919
4,66197    0,0836
4,6693     0,0633
4,677739   0,0595
4,688467   0,0695
4,693984   0,0816
4,702297   0,0644
4,710002   0,0661
4,718391   0,0461
4,726002   0,0404
4,73492    0,0322
4,741756   0,0407
4,752738   0,0535
4,757973   0,0372
4,76556    0,0394
4,773258   0,0389
4,781613   0,028
4,790057   0,0219
4,797112   0,0323
4,806074   0,0159
4,813579   0,0302
4,821955   0,025
4,829705   0,0292
4,838149   0,0714
4,845094   0,0727
4,853716   0,0502
4,861381   0,0593
4,869291   0,0283
4,87784    -0,0091
4,887855   -0,0101
4,893874   -0,0126
4,901279   0,0047
4,909575   0,0031
4,918399   0,009
4,926312   -0,0017
4,935218   -0,0027
4,940841   0,0173
4,951585   0,0389
4,957361   0,0551
4,968003   0,0661
4,973792   0,0864
4,982122   0,123
4,989454   0,1075
4,997697   0,1236
5,005768   0,1066
5,013684   0,0707
5,022422   0,0425
5,029486   0,0115
5,037569   0,0233
5,04542    -0,011
5,053475   -0,0291
5,061942   -0,0594
5,069529   -0,0865
5,078125   -0,1011
5,089239   -0,0936
5,094033   -0,1102
5,102184   -0,0676
5,109994   -0,047
5,118548   0,0165
5,125777   0,0634
5,135693   0,0871
5,141707   0,1212
5,151625   0,1349
5,157814   0,1275
5,165636   0,1585
5,174226   0,1341
5,181551   0,1213
5,190035   0,1393
5,198168   0,1498
5,206217   0,112
5,21345    0,0809
5,22173    0,0665
5,2293     0,0088
5,237646   0,0128
5,245346   -0,0101
5,253522   -0,0285
5,261432   -0,0233
5,269645   -0,0539
5,276945   -0,0128
5,288573   -0,0358
5,2941     -0,0227
5,302382   -0,0287
5,309539   -0,0221
5,318579   0,0086
5,325556   0,0203
5,335662   0,0635
5,341865   0,0402
5,351789   0,0457
5,357594   0,0799
5,368148   0,0805
5,373505   0,0497
5,381352   0,0426
5,39041    0,0285
5,397672   0,05
5,40602    0,0378
5,415017   0,023
5,420768   0,025
5,429434   0,0223
5,44269    0,0054
5,445315   -0,0015
5,454291   -0,006
5,461837   -0,0128
5,471359   -0,0029
5,477781   0,012
5,485631   0,0218
5,493608   0,0124
5,505251   0,0027
5,509341   -0,0024
5,518407   0,0162
5,52577    0,0275
5,536141   0,0415
5,541321   0,0722
5,551866   0,0816
5,558312   0,0624
5,56448    0,0535
5,574029   -0,0055
5,581734   -0,0163
5,590012   0,0279

5,597629   0,0072
5,606473   0,008
5,612989   0,0303
5,621593   0,0452
5,629494   0,0434
5,637391   0,0176
5,646018   0,0132
5,653562   0,0113
5,66148    0,0072
5,669399   0,0055
5,677908   -0,0012
5,6883     0,0228
5,694311   0,03
5,702385   0,0298
5,708962   0,0439
5,719069   0,0409
5,725457   0,0206
5,735358   0,0073
5,741793   0,0372
5,752154   0,0287
5,757173   0,0325
5,765514   0,0775
5,77398    0,0822
5,781275   0,0876
5,789737   0,1054
5,797527   0,0681
5,805005   0,0571
5,813695   0,0768
5,821752   0,0912
5,829707   0,105
5,838141   0,1133
5,845687   0,1045
5,85274    0,0624
5,861741   -0,0056
5,869329   -0,0612
5,877759   -0,093
5,889303   -0,0723
5,894537   -0,0497
5,902771   0,0042
5,90963    0,0276
5,919468   0,0756
5,925457   0,0671
5,935628   0,1143
5,942382   0,1213
5,94884    0,1721
5,957562   0,1863
5,965201   0,2069
5,973688   0,1758
5,98133    0,1626
5,989651   0,1457
5,996998   0,1234
6,005815   0,1199
6,013295   0,0635
6,021561   0,0382
6,029838   -0,001
6,038111   -0,0282
6,04475    -0,0767
6,053709   -0,0654
6,061478   -0,0562
6,069195   -0,056
6,07731    -0,0368
6,089167   -0,0172
6,092567   -0,0143
6,10228    0,0011
6,109819          0
6,119227   0,0208
6,125794   0,0733
6,135885   0,0784
6,141024   0,0961
6,149419   0,1023

6,157584   0,1041
6,165308   0,1107
6,173559   0,0935
6,18148    0,0932
6,189282   0,0687
6,197471   0,0825
6,205403   0,1105
6,213324   0,1049
6,222047   0,1065
6,229723   0,1079
6,23709    0,0851
6,245826   0,0763
6,253473   0,0766
6,261844   0,0382
6,269444   0,0352
6,277684   0,0127
6,286409   0,0501
6,293604   0,044
6,306362   0,0445
6,309321   0,0324
6,319528   0,0057
6,326029   0,0006
6,335828   -0,0018
6,341766   -0,0034
6,349648   0,0364
6,358213   0,0407
6,365823   0,0407
6,374057   0,0196
6,381132   0,0442
6,38952    0,0401
6,397558   0,0406
6,405522   0,0385
6,414018   0,0481
6,421659   0,0215
6,429411   0,0186
6,437511   -0,0014
6,446167   0,0266
6,458755   0,038
6,461605   0,0661
6,470555   0,0656
6,477105   0,0389
6,490328   0,0412
6,493618   0,0528
6,503621   0,0167
6,509779   -0,0072
6,519669   0,0051
6,52483    -0,0111
6,535287   -0,0035
6,541617   -0,0129
6,549362   -0,0176
6,558184   -0,0058
6,56566    -0,0064
6,573985   -0,0003
6,581814   -0,0036
6,589313   0,0381
6,59765    0,0648
6,605874   0,0649
6,613724   0,1295
6,620968   0,1301
6,629804   0,0856
6,637861   0,044
6,645788   0,01
6,653386   -0,0002
6,661578   0,0035
6,669373   -0,0052
6,677628   -0,0237
6,686078   -0,0469
6,693499   -0,0696
6,703037   -0,0584
6,709911   -0,0659
6,722145   -0,0493
6,725556   -0,0085
6,73658    0,0637
6,741386   0,0935
6,749532   0,1215
6,757983   0,1263
6,765431   0,1385
6,773954   0,1388
6,781737   0,1025
6,789529   0,1107
6,797917   0,1154
6,806544   0,1095
6,812749   0,0837
6,821337   0,0693
6,829801   0,0212
6,837538   0,0065
6,84529    -0,0008
6,854406   -0,0271
6,86113    -0,0339
6,870082   -0,0788
6,877807   -0,0684
6,886283   -0,0647
6,893958   -0,0726
6,90299    -0,0496
6,90899    -0,0366
6,922381   -0,0165
6,92552    -0,0089
6,935743   -0,0113
6,941656   0,0123
6,949738   0,0407
6,957202   0,0288
6,96553    0,0316
6,973858   0,0774
6,981121   0,0754
6,98993    0,0757
6,998029   0,0594
7,004942   0,0382
7,0141     0,0436
7,021596   0,0252
7,029401   0,0171
7,037509   0,0242
7,045441   0,0012
7,054699   0,0295
7,062365   0,0011
7,069271   -0,0075
7,078026   -0,021
7,086336   0,0131
7,094242   0,0299
7,103432   0,046
7,109898   0,0373
7,122307   0,0399
7,125701   0,0536
7,133346   0,0476
7,14175    0,0366
7,149142   0,0302
7,158125   0,0503
7,165788   0,0516
7,173978   0,0534
7,181426   0,0532
7,18977    0,0391
7,196951   0,0254
7,205795   -0,0047
7,213242   -0,0298
7,221421   -0,0192
7,229628   -0,0231
7,237404   -0,0083
7,244949   0,0349
7,253325   0,049
7,261674   0,0341
7,269835   0,0527
7,277868   0,0542
7,286118   0,0704
7,292756   0,0915
7,302924   0,0963
7,31018    0,0895
7,322652   0,0852
7,325589   0,0501
7,33634    0,0342
7,341134   0,0113
7,349653   0,0146
7,35814    -0,0109
7,365605   0,0231
7,373817   0,0568
7,381522   0,0474
7,389034   0,0643
7,397851   0,074
7,405666   0,1051
7,413826   0,0957
7,42158    0,1127
7,429502   0,106
7,436954   0,0801
7,445632   0,0873
7,45334    0,056
7,461253   0,0364
7,470195   0,0234
7,477879   0,0365
7,488072   -0,0151
7,493932   -0,0329
7,503794   -0,0697
7,509679   -0,104
7,52331    -0,1026
7,52549    -0,1012
7,533125   -0,0713
7,541726   -0,0077
7,549857   0,0325
7,558435   0,088
7,565778   0,1258
7,57443    0,1575
7,580747   0,1631
7,589809   0,1994
7,59788    0,2012
7,605572   0,1974
7,613778   0,1879
7,621455   0,185
7,629258   0,1528
7,637532   0,125
7,645807   0,0946
7,653727   0,0422
7,661435   0,0399
7,670163   0,0014
7,676838   -0,0278
7,687604   -0,0162
7,693523   -0,0261
7,706587          0
7,709576   -0,019
7,720375   -0,0092
7,725771   -0,0112
7,733328   0,0008
7,741798   0,0128
7,749805   0,0224
7,758544   0,0324
7,765673   0,074
7,773624   0,0753
7,781676   0,0724
7,789518   0,0868
7,797524   0,0799
7,806603   0,0634
7,813961   0,0635
7,820794   0,0851
7,829711   0,0968
7,837343   0,0991
7,845342   0,0775
7,853968   0,068
7,862049   0,0346
7,870699   0,0323
7,877953   0,0158
7,886946   0,0136
7,893763   0,023
7,903829   0,0347
7,909425   0,0537
7,917046   0,0655
7,925735   0,032
7,933497   0,0486
7,941872   0,0289
7,949242   0,0473
7,958889   0,0269
7,964823   0,0421
7,973366   0,0476
7,981562   0,0483
7,989357   0,0228
7,997518   0,0548
8,005675   0,0775
8,012926   0,0575
8,021543   0,0618
8,029322   0,0714
8,037335   0,0674
8,045565   0,0878
8,054504   0,0557
8,061398   0,0501
8,070422   0,0585
8,077662   0,0308
8,086681   0,0434
8,093798   0,032
8,103715   0,0417
8,108971   0,0626
8,123753   0,0496
8,125443   0,053
8,13345    0,0848
8,141774   0,0973
8,149576   0,0472
8,157662   0,0761
8,165928   0,0711
8,173502   0,0708
8,182703   0,0561
8,18952    0,0535
8,197226   0,0462
8,206744   0,0486
8,213521   0,0347
8,221266   0,0235
8,229727   0,0223
8,237571   -0,0025
8,245835   0,0087
8,253197   -0,0016
8,261342   0,0074
8,270664   0,0209
8,277562   0,0776
8,28702    0,1154
8,294046   0,1274
8,305156   0,0869
8,309251   0,0707
8,321684   0,0933
8,325308   0,0513
8,333916   0,0257
8,341756   0,038
8,34929    0,0214
8,358026   -0,012
8,365417   -0,0741
8,373811   -0,1025
8,381648   -0,1263
8,389522   -0,1384
8,396762   -0,1193
8,405448   -0,0693
8,413277   -0,0118
8,421295   0,0363
8,429847   0,08
8,437955   0,1004
8,445454   0,1307
8,454171   0,1636
8,461805   0,1656
8,47036    0,1886
8,477797   0,2156
8,48814    0,2179
8,494947   0,2174
8,506039   0,1852
8,509577   0,1431
8,524593   0,1011
8,525262   0,0739
8,533556   0,035
8,540644   0,0227
8,549366   -0,0252
8,557586   -0,0345
8,565603   -0,0221
8,573184   -0,0432
8,581859   -0,0595
8,592856   -0,0588
8,597143   -0,046
8,605053   -0,0087
8,61306    0,0192
8,621275   0,0597
8,630346   0,0812
8,636608   0,0936
8,645517   0,0732
8,65323    0,0315
8,661227   0,0092
8,669588   -0,0514
8,677967   -0,0765
8,686988   -0,0637
8,693776   -0,0377
8,704319   -0,0147
8,709112   -0,0349
8,717378   -0,1741
8,725964   -0,2404
8,733159   -0,2766
8,741622   -0,3702
8,749412   -0,4321
8,758447   -0,5253
8,765951   -0,5813
8,7747     -0,6936
8,781536   -0,7103
8,789495   -0,7915
8,79741    -0,9421
8,80649    -1,0596
8,813955   -1,2052
8,821525   -1,4189
8,828793   -1,5695
8,8374     -1,6104
8,845493   -1,5984
8,855388   -1,5067
8,861842   -1,3614
8,871298   -1,2203
8,877445   -1,0829
8,887333   -1,0155
8,893458   -0,9219
8,904037   -0,8518
8,909432   -0,8442
8,923457   -0,8727
8,927131   -0,9601
8,933816   -1,0916
8,942185   -1,1366
8,949455   -1,1156
8,957783   -1,0515
8,965701   -0,8449
8,972756   -0,5935
8,981759   -0,4051
8,989378   -0,3203
8,997618   -0,3553
9,00723    -0,6058
9,014243   -0,8658
9,021043   -1,2109
9,029346   -1,5178
9,03734    -1,733
9,045844   -1,9305
9,05442    -1,8197
9,061514   -1,5062
9,070883   -1,1781
9,077514   -0,9272
9,087363   -0,5637
9,093322   -0,1778
9,101483   0,132
9,11008    0,4632
9,117009   0,4307
9,125632   0,2954
9,133185   0,0388
9,141951   -0,0325
9,149578   0,017
9,157738   0,1641
9,165243   0,4876
9,173339   0,6226
9,181742   0,7208
9,189415   0,7975
9,197448   0,6469
9,207189   0,4628
9,213374   0,1445
9,221711   -0,14
9,229906   -0,18
9,237234   0,0334
9,245624   0,3678
9,254156   0,841
9,261163   1,2986
9,270922   1,4251
9,277165   1,4235
9,288259   1,4298
9,29352    1,1792
9,304069   0,9739
9,308674   0,8498
9,317696   0,459
9,325359   0,1194
9,333192   -0,3092
9,341525   -0,8145
9,34928    -1,0367
9,357024   -0,8507
9,365259   -0,5294
9,373245   -0,0495
9,381222   0,3436
9,389432   0,8782
9,398059   1,1669
9,410336   1,4474
9,413373   1,6819
9,421322   1,6022
9,429545   1,5495
9,439155   1,6665
9,445525   1,5821
9,453509   1,4122
9,461713   1,5239
9,470789   1,3064
9,477326   1,5028
9,487353   2,3094
9,495059   2,8514
9,501299   3,4279
9,512342   3,5058
9,519682   2,9618

9,528458   2,4609
9,533238   1,9515
9,541639   1,0813
9,549629   1,4084
9,55774    2,0681
9,565279   2,539
9,573213   2,3818
9,58123    1,2316
9,589648   -0,2629
9,596746   -2,2486
9,606218   -2,5824
9,613579   -0,4846
9,621538   2,6458
9,629387   5,6994
9,63737    7,1242
9,645209   6,6389
9,654222   4,6543
9,661524   1,9757
9,671122   -0,6999
9,678116   -1,1476
9,687692   0,441
9,693537   1,1156
9,701505   -0,917
9,709272   -4,3272
9,717707   -9,0563
           -
9,725924   13,3456
           -
9,734141   14,8946
           -
9,740647   13,2469
9,749657   -10,169
9,757358   -9,4761
9,765685   -8,7398
9,77323    -8,5523
9,781567   -8,5794
9,788645   -8,3923
9,79757    -7,5042
9,808568   -6,4044
9,81337    -4,5921
9,821303   -2,6245
9,829144   -2,2647
9,84142    -1,6018
9,845616   -0,7464
9,854369   0,4594
9,86109    1,6329
9,873449   1,1693
9,877566   -1,6484
9,885106   -5,1233
9,894088   -9,1514
           -
9,901597   11,8622
           -
9,913446   13,0676
           -
9,918138   12,3891
9,9258     -9,8264
9,932797   -7,1912
9,941704 -4,4619
9,949158 -2,69
9,957543 -2,0278
9,965703 -1,8938
9,974968 -2,0579
9,981949 -2,2756
9,989381 -2,6478
9,997712 -2,8356
10,008723-2,991
10,014144-2,5156
10,021585-1,8891
10,029178-1,5652
10,038364-1,5825
10,04521 -1,79
10,054699-1,9871
10,061126-2,4605
10,074183-2,356
10,076839-2,4161
10,087189-2,6768
10,093472-2,9424
10,104188-2,9213
10,109368-2,9595
10,117107-2,4943
10,124588-1,9927
10,13371 -1,8766
10,141363-1,6221
10,149282-1,0927
10,158205-1,0655
10,165804-0,7703
10,17467 -0,0531
10,18192 -0,0282
10,1892710,1956
10,1974661,5308
10,2075963,7344
10,2143763,0111
10,222231-0,5694
10,229275-4,7213
10,238171-8,6778
10,245913-6,652
10,254875-0,8308
10,2618076,5771
10,2714445,8296
10,2772819,8401
10,2858669,1961
10,2934886,5503
10,30168 3,4897
10,3096170,3122
10,317371-0,648
10,326038-0,1803
10,3336170,927
10,3418151,8926
10,3496591,9526
10,3581722,0386
10,3652982,2058
10,37343 1,9972
10,3813321,1566
10,3892280,0003
10,397627-0,9028
10,407189-1,6953
10,412979-2,1149
10,421318-2,0297
10,429425-1,9953
10,438411-2,0393
10,445674-1,9506
10,456   -1,5058
10,460826-0,8418
10,471853-0,3468
10,4775480,1371
10,4853570,3385
10,4938180,4028
10,5014670,4704
10,5093070,3828
10,5176520,5099
10,5256940,3791
10,5333020,1138
10,541344-0,2535
10,549667-0,7078
10,556722-1,1771
10,565448-1,2851
10,573278-1,2955
10,581377-1,2749
10,589249-1,0539
10,597366-0,8384
10,606114-0,7876
10,613252-0,8386
10,621099-1,0366
10,629778-1,3082
10,638076-1,5287
10,646063-1,424
10,655075-1,3949
10,661255-1,5486
10,670852-1,7645
10,677516-1,9631
10,685516-2,0954
10,69404 -2,282
10,700638-2,2983
10,709848-2,387
10,717711-2,5012
10,725383-2,27
10,733436-1,9285
10,741687-1,3673
10,748595-0,6905
10,757287-0,0542
10,7656140,4287
10,7734230,6319
10,7816220,6773
10,78934 0,658
10,7974020,5439
10,8084980,4003
10,8138680,1822
10,822051-0,0099
10,829724-0,2142
10,838164-0,4323
10,845468-0,7349
10,855426-0,8563
10,861985-0,6669
10,871795-0,4993
10,877522-0,1656
10,885328-0,0968
10,893555-0,1817
10,901673-0,1726
10,91025 -0,1566
10,917748-0,0867
10,926   0,0738
10,9345520,1684
10,9408320,2067
10,9499020,2038
10,9574580,1925
10,9658150,1549
